percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
6.233685872487496,96.0,96.0,6.67,95.0,8.414969147440143,0.75,13.5
5.128282404663391,97.0,97.0,3.51,97.0,9.52056738754834,0.786,13.2
5.243281742054463,98.0,99.0,5.67,99.0,7.95946968698256,0.596,10.5
6.209038216791054,87.0,89.0,8.65,89.0,7.889408387531674,0.888,19.1
5.040223392348797,95.0,96.0,5.2,96.0,7.199912239172405,0.812,15.9
5.224785699221859,73.0,75.0,3.38,73.0,7.965489024308915,0.454,7.7
5.306583600898501,97.0,97.0,9.76,97.0,7.390510187759339,0.559,11.0
6.203199121447829,93.0,93.0,7.46,93.0,7.854429698805473,0.618,10.7
5.264360453857204,98.0,97.0,4.8,98.0,8.221740609267265,0.689,11.1
6.246249157475124,97.0,99.0,2.15,97.0,9.086575936108526,0.843,13.4
6.66211849450598,98.0,98.0,6.2,98.0,8.817741979567426,0.708,11.9
4.087595922459967,75.0,73.0,6.51,78.0,5.957795849612765,0.353,7.9
7.611255075309407,95.0,96.0,7.44,96.0,9.513971975721692,0.793,14.3
7.500015995925977,93.0,93.0,6.67,93.0,9.57100586307978,0.83,16.5
8.352210060030052,84.0,94.0,1.1,9.0,10.074063174302536,0.855,16.2
7.723906350341061,9.0,9.0,7.24,9.0,9.644258771797874,0.826,15.5
6.754756423200802,74.0,85.0,4.26,85.0,8.694481564130047,0.706,13.1
2.239255387717432,91.0,91.0,4.96,91.0,4.3326579515071,0.398,7.7
6.024520519106913,99.0,99.0,5.59,99.0,8.35434818052441,0.752,14.2
6.765038951636366,97.0,98.0,6.36,97.0,8.933820727174528,0.744,15.8
6.23441472669076,95.0,95.0,5.29,95.0,8.600293183905098,0.724,14.0
5.4830324694403645,99.0,99.0,2.38,99.0,8.17477649102789,0.789,14.2
5.985514625126127,94.0,94.0,5.3,94.0,8.451849743532035,0.721,12.7
1.7711060037016635,87.0,85.0,5.25,87.0,4.145225379135846,0.475,12.0
2.393844537089538,99.0,99.0,5.39,99.0,6.657723379338236,0.713,12.7
5.933456703928588,98.0,98.0,6.29,97.0,8.326843318562746,0.746,14.8
2.7465488780090213,69.0,9.0,3.86,89.0,5.271673402684549,0.67,12.4
1.8301417418857544,6.0,67.0,4.23,64.0,4.780520609127252,0.546,9.9
4.416917080690673,74.0,76.0,6.97,74.0,6.391308606514294,0.363,6.4
3.494440977855824,27.0,8.0,5.82,8.0,5.664402495487428,0.463,9.3
3.0035338077924814,95.0,96.0,4.9,95.0,6.906496200775732,0.0,8.4
3.861057967895261,96.0,98.0,5.19,97.0,6.024348625166228,0.741,13.6
4.813164756735725,98.0,98.0,4.68,99.0,7.197174763259521,0.649,12.7
4.995593726785514,56.0,74.0,3.69,57.0,8.048860141016286,0.636,10.2
4.974107756846868,86.0,87.0,5.11,84.0,7.271449992286194,0.506,9.3
7.801524301629109,96.0,99.0,7.54,99.0,10.38080311619051,0.847,13.8
4.153547850029587,94.0,94.0,3.6,94.0,6.631569216397429,0.535,8.9
4.023187038851551,98.0,98.0,2.63,98.0,7.038403302440208,0.756,15.1
5.193901587819044,99.0,99.0,4.6,99.0,9.361809535750703,0.766,14.4
5.888811584108,89.0,85.0,9.1,89.0,8.079181674597463,0.664,12.4
5.200587129465919,96.0,94.0,7.25,93.0,8.360627531169763,0.755,13.5
2.531086770278719,94.0,95.0,6.35,95.0,6.610001833418536,0.741,15.8
2.3039335712883755,7.0,99.0,9.94,96.0,6.542969938800505,0.509,9.8
7.49721698078189,94.0,94.0,6.25,94.0,9.59148875717193,0.833,16.2
5.386486316083639,97.0,95.0,6.41,96.0,7.511916931197335,0.707,14.5
6.063201472765545,98.0,98.0,5.88,98.0,8.428747430626215,0.761,14.2
3.156420828112131,74.0,84.0,5.85,81.0,6.207170086870373,0.728,11.6
5.500476170136948,96.0,94.0,6.35,98.0,9.570994637900627,0.85,16.4
7.435713542326713,8.0,81.0,8.9,8.0,9.366230666082432,0.773,12.9
3.788675187627277,59.0,67.0,3.96,68.0,5.517365462923632,0.572,10.6
6.692574483859991,81.0,75.0,7.19,81.0,9.078501976736774,0.752,13.3
4.406683887370807,95.0,91.0,6.46,94.0,6.321731263899682,0.78,15.8
6.1588049710606025,62.0,66.0,4.71,65.0,7.995247413954407,0.59,10.8
3.228805500458545,7.0,99.0,6.13,99.0,7.15249462537636,0.675,13.1
6.195795994991235,87.0,91.0,6.7,92.0,8.809832116848467,0.785,14.6
9.638642107985552,95.0,99.0,7.75,99.0,11.404679810187185,0.88,13.5
4.360176157135504,98.0,94.0,5.49,96.0,6.485068481160168,0.626,11.8
5.787239269542051,83.0,88.0,6.44,84.0,6.852048935084044,0.442,6.6
4.1856641985703416,42.0,99.0,1.45,98.0,6.034485649816341,0.873,16.1
2.2506700453579973,96.0,99.0,5.55,98.0,4.164939239022555,0.78,15.5
7.249578843103974,99.0,99.0,3.9,92.0,9.828578994075617,0.823,13.4
7.370056931506214,88.0,98.0,6.42,98.0,10.083034065789327,0.823,13.4
6.106010448895624,64.0,65.0,3.92,64.0,8.060964194024066,0.591,10.8
3.372310306458147,77.0,76.0,1.48,77.0,7.051436296955796,0.612,12.5
4.8263384677412295,76.0,69.0,8.61,69.0,6.746358336292283,0.638,12.8
5.324219925881927,94.0,95.0,3.17,95.0,7.917999401547498,0.82,12.7
5.869170144929534,84.0,88.0,4.34,89.0,8.252568254012177,0.677,12.6
4.811202825048604,82.0,84.0,7.56,82.0,6.540045122438784,0.467,10.7
5.841000299448989,93.0,99.0,9.95,99.0,7.693884294490396,0.821,14.1
6.7091544529281935,96.0,99.0,11.78,96.0,8.609913894144107,0.782,17.7
3.8578913082682336,95.0,96.0,2.8,94.0,6.296467279616009,0.513,8.6
5.326509339958868,42.0,42.0,3.3,42.0,7.921643676731935,0.507,9.7
4.266491361701986,82.0,82.0,6.44,82.0,6.162987274613262,0.492,10.1
5.902565649963353,99.0,99.0,6.0,99.0,8.282793484105197,0.762,14.2
5.818651808269174,86.0,73.0,8.33,73.0,7.892296106820459,0.815,14.4
3.3428049383680247,64.0,67.0,4.2,69.0,5.072214691342083,0.0,10.4
3.975968641156392,99.0,99.0,6.32,99.0,5.8166294070341324,0.657,12.9
5.28311470244024,94.0,94.0,5.33,94.0,7.180584265971575,0.547,10.5
1.853106412852368,77.0,75.0,1.29,77.0,3.858114036302006,0.367,8.3
1.6619376411769782,87.0,88.0,9.31,87.0,3.5032342019589238,0.387,9.7
6.94686601685759,71.0,72.0,8.5,72.0,8.904326139600954,0.63,12.8
4.167466499129001,98.0,98.0,3.16,98.0,7.168559504143924,0.757,14.6
4.878082339977956,96.0,99.0,3.34,98.0,6.876179435920775,0.0,10.2
3.443737799966152,99.0,99.0,8.36,99.0,6.375273468639846,0.698,13.8
6.01715892410626,97.0,95.0,7.36,95.0,8.206036124775835,0.878,15.7
3.8409799385117886,63.0,63.0,1.12,64.0,5.8856246710197455,0.357,8.2
4.556582482607091,76.0,77.0,4.95,76.0,6.631601135884715,0.451,9.5
3.331958816780768,98.0,97.0,6.12,98.0,5.635299940781998,0.685,10.8
2.657264845761953,58.0,82.0,4.46,85.0,5.469386004405871,0.553,10.1
4.1363568215360855,88.0,85.0,6.51,87.0,6.727841160781003,0.49,10.9
3.003822935700656,99.0,99.0,6.32,99.0,5.2910471675806425,0.681,12.0
5.245329450257427,98.0,96.0,2.71,96.0,8.006585850491481,0.807,12.2
4.342691749483222,74.0,76.0,4.75,74.0,6.44069004841146,0.434,8.7
5.866648329351803,94.0,94.0,5.36,95.0,8.26096617525377,0.705,13.1
2.7949464672446185,95.0,99.0,6.88,96.0,4.740178237814568,0.557,9.9
4.620088561585715,98.0,98.0,9.22,98.0,6.393868140224666,0.651,11.8
6.8245555489369,99.0,96.0,5.21,96.0,9.013739596011044,0.766,14.1
7.794165559983372,97.0,96.0,7.7,96.0,9.673751417820007,0.8,14.3
3.7523362000311256,99.0,99.0,3.68,99.0,5.892443268185797,0.757,13.8
5.839160490056233,6.0,67.0,3.67,67.0,7.780874284961572,0.579,10.7
4.99341079241637,99.0,99.0,6.24,99.0,8.908813737653407,0.0,15.6
6.154068594545622,98.0,98.0,5.64,98.0,8.237263437541689,0.695,14.3
6.848807809041157,88.0,94.0,11.3,95.0,8.475048005197168,0.92,17.0
4.116380920007924,6.0,77.0,3.93,78.0,6.796688920921944,0.43,6.2
7.699383040128634,9.0,82.0,7.58,9.0,9.538482065058732,0.868,17.4
4.023771778151708,79.0,79.0,6.98,79.0,6.436610381297255,0.409,9.1
6.440161831712966,97.0,98.0,5.21,98.0,8.580069183255029,0.748,13.7
5.058058154407847,75.0,78.0,6.9,78.0,6.66690117688778,0.446,7.3
4.84901175734022,71.0,67.0,5.92,72.0,6.751507142195791,0.454,8.2
4.681652314315637,94.0,96.0,6.8,96.0,6.843216662911228,0.709,12.5
1.676180552715434,99.0,95.0,7.37,95.0,5.559284501638493,0.872,15.7
1.6321180955923675,11.0,88.0,2.62,99.0,3.866144847948704,0.491,8.1
3.7143873627966935,64.0,79.0,11.83,75.0,5.45368439204117,0.394,9.8
6.681949971210184,84.0,84.0,8.24,84.0,8.65703296032805,0.619,11.5
1.4163943275852706,95.0,96.0,8.11,93.0,3.2511106550015585,0.828,14.9
8.630081637510749,97.0,97.0,8.8,97.0,10.479531546633597,0.854,16.1
3.518587490947897,84.0,83.0,4.54,84.0,5.983556740408925,0.451,8.5
7.037575531336361,92.0,94.0,6.84,94.0,9.410859820637477,0.821,16.4
4.098650705796807,94.0,94.0,3.8,94.0,6.753837905103596,0.557,9.9
6.389645372798778,98.0,98.0,7.26,98.0,8.342952305085863,0.72,14.7
4.2861362919826105,98.0,99.0,3.81,99.0,6.356666115841896,0.711,13.1
6.9932400306053575,89.0,9.0,4.38,91.0,8.743482529072075,0.712,13.2
6.56264843863308,9.0,94.0,6.43,94.0,8.880088916292674,0.799,15.1
2.0036739143870386,18.0,45.0,4.11,36.0,4.487443229009269,0.463,8.9
6.663897045436064,74.0,75.0,8.39,76.0,8.680948184672353,0.622,12.8
6.379390694592229,95.0,92.0,8.57,92.0,8.152883396031644,0.908,20.7
5.343141790411155,86.0,85.0,5.1,86.0,7.397817182990512,0.653,12.1
5.741758080613336,54.0,26.0,4.45,55.0,7.763165065691834,0.665,12.4
6.069548770664439,99.0,99.0,4.16,99.0,8.422385364211713,0.714,14.9
3.036716962678761,81.0,79.0,5.89,84.0,5.824108159483153,0.572,10.6
5.296988231138781,99.0,99.0,5.91,99.0,8.056906514188988,0.64,12.1
7.676580197040668,98.0,97.0,5.39,98.0,9.438785204236783,0.778,13.8
3.985828418544069,96.0,96.0,2.88,96.0,6.859498898499841,0.565,10.0
5.491221637119714,95.0,95.0,6.87,95.0,7.485697422988572,0.804,15.2
2.7007041011275663,91.0,98.0,5.92,98.0,5.211049138393152,0.644,11.9
6.446040179334691,95.0,95.0,5.79,95.0,8.45308944359105,0.706,12.9
1.69134824227667,44.0,57.0,7.54,59.0,5.47646184356185,0.418,11.5
5.55621132870169,99.0,99.0,4.45,99.0,8.23498816055128,0.701,14.6
4.817473864796244,83.0,83.0,3.78,8.0,7.474911803960593,0.636,11.4
2.4773914798389645,63.0,63.0,6.73,63.0,5.915759366249112,0.415,8.4
4.428058942546403,96.0,95.0,12.6,96.0,5.928308589788445,0.454,10.7
3.629447585668676,79.0,79.0,0.74,79.0,6.46881473357108,0.566,11.7
4.45008694604512,71.0,77.0,6.85,73.0,6.548438454061284,0.385,7.1
7.774019408191727,89.0,93.0,9.66,88.0,9.011939995510636,0.749,13.3
6.447921135028927,89.0,9.0,9.58,89.0,8.436519430337045,0.717,13.3
6.108729773613232,94.0,94.0,4.47,94.0,8.06227474568773,0.693,13.0
7.932397226230109,99.0,99.0,2.62,99.0,10.784557059590297,0.792,13.4
6.025881197622475,9.0,89.0,8.19,88.0,7.95276931080637,0.514,10.6
5.000281716983576,94.0,92.0,1.37,94.0,7.475801429625688,0.581,11.9
4.477852017420194,79.0,78.0,8.43,79.0,6.474164300894446,0.464,10.8
5.869985384839794,28.0,44.0,2.76,45.0,8.816155494368937,0.64,12.4
5.831817186002527,98.0,99.0,4.24,99.0,8.144840737886252,0.621,12.4
4.2963065517868655,32.0,98.0,3.95,99.0,6.898164204520663,0.697,12.7
2.6271635619186333,95.0,96.0,6.27,95.0,6.593361542793994,0.687,12.5
6.787828994019423,95.0,94.0,5.18,95.0,8.76229943243077,0.725,13.4
3.764072352914704,44.0,45.0,5.4,49.0,5.817446930966764,0.691,12.9
2.437675561877319,97.0,97.0,2.82,97.0,5.223407542227545,0.57,10.0
4.571362199866051,96.0,99.0,9.48,99.0,6.517897894203665,0.773,14.7
6.7989197884756765,88.0,94.0,11.16,95.0,8.445678162677309,0.919,16.9
2.472452938240492,8.0,77.0,4.37,8.0,4.750032014850399,0.492,11.1
2.719168271004778,78.0,82.0,7.22,78.0,6.579491001313904,0.483,10.0
5.994296276724529,94.0,93.0,7.61,94.0,7.832306751591264,0.628,12.0
2.212701261545281,81.0,75.0,7.42,81.0,4.4458095344640345,0.746,13.2
7.678213534316695,96.0,99.0,7.44,99.0,10.273399938260368,0.85,13.8
6.345407003475577,87.0,88.0,5.82,87.0,7.98388876280322,0.698,14.5
3.659067443337817,25.0,72.0,5.64,73.0,5.550792460107437,0.298,5.8
7.102958646992107,98.0,97.0,3.74,97.0,9.56261513058296,0.798,13.7
5.4330026217170575,93.0,93.0,8.42,93.0,7.578998300474076,0.478,7.0
5.500253268616838,92.0,94.0,2.48,94.0,8.059127413625122,0.798,12.0
5.206892206770892,94.0,94.0,7.39,94.0,7.126351097015488,0.816,15.3
3.759117114263248,47.0,71.0,11.87,7.0,5.794311454841353,0.403,9.6
3.410234875544354,98.0,98.0,2.9,98.0,7.667470864383522,0.0,10.4
3.457038975486177,94.0,94.0,5.17,94.0,5.235193204732602,0.542,10.4
7.734073948158927,94.0,96.0,9.54,99.0,9.666101392585237,0.789,15.8
7.541735518136898,95.0,95.0,7.8,95.0,9.508106548758803,0.82,15.1
5.525761171304642,98.0,96.0,6.7,99.0,9.539225879150656,0.829,15.4
3.7689476770773394,99.0,99.0,6.59,99.0,7.774578110475549,0.703,14.1
5.218512064774822,98.0,99.0,5.86,99.0,7.949884408127718,0.603,10.7
5.716055324524702,98.0,99.0,6.58,98.0,7.331386341126672,0.614,11.4
8.603866402484217,35.0,98.0,1.6,98.0,10.4596897014873,0.86,15.5
5.145966581687565,98.0,98.0,3.8,98.0,7.56992532929874,0.81,14.2
4.471884922499879,79.0,84.0,4.69,85.0,7.361450959796997,0.607,11.6
7.526625368627051,97.0,98.0,2.71,98.0,10.07717515209353,0.81,12.5
6.333131951516674,94.0,97.0,6.4,95.0,8.330378659026957,0.77,15.3
8.880731737833264,98.0,99.0,9.6,99.0,10.787783656915666,0.874,15.8
5.095530033755399,86.0,84.0,12.24,86.0,7.168799550334219,0.576,11.9
7.014087514866904,96.0,99.0,8.27,99.0,9.325912503161245,0.716,13.8
5.692967594424563,93.0,99.0,2.25,97.0,8.459198121795076,0.846,14.1
4.983504363740443,9.0,91.0,5.6,9.0,7.578133554189876,0.774,12.6
5.359479693187084,94.0,93.0,7.0,94.0,7.29756001439958,0.82,15.4
5.7274418098594735,94.0,97.0,6.4,94.0,8.97364285121583,0.752,12.2
6.83040475977327,93.0,93.0,11.53,93.0,8.293613605052562,0.904,19.5
6.231083951076162,64.0,96.0,9.3,95.0,8.22816539521763,0.878,18.6
5.285135012354829,98.0,98.0,3.86,98.0,7.837927692920391,0.818,14.5
4.172515553172405,98.0,98.0,7.45,98.0,6.148356644385701,0.737,13.1
5.030277904015175,83.0,89.0,7.75,86.0,6.787437034961558,0.0,8.0
3.878520108141312,12.0,54.0,4.52,26.0,5.888385399372501,0.688,12.9
5.931405412123726,48.0,57.0,7.81,52.0,7.9950175205345,0.728,14.9
1.9462711817323155,73.0,7.0,9.76,73.0,3.75790704833138,0.442,10.3
4.618716343111919,95.0,97.0,5.22,97.0,7.575488377692843,0.561,9.6
0.5077451064408851,97.0,97.0,7.66,97.0,1.897428897167569,0.438,10.4
3.997092624308448,47.0,47.0,4.2,47.0,5.93524406562487,0.345,7.1
2.178042731528667,97.0,94.0,6.88,97.0,4.748917134191585,0.622,11.3
2.4974630538278046,99.0,98.0,4.42,99.0,4.591577948636856,0.763,14.5
4.592757168471885,99.0,99.0,4.6,99.0,7.139561925095766,0.712,12.9
5.532039538033012,96.0,96.0,4.5,96.0,8.13747644639771,0.677,11.8
6.734488586884643,88.0,94.0,1.99,95.0,8.404304165284973,0.916,16.9
4.311115607917084,62.0,58.0,8.18,62.0,6.419500529079097,0.476,10.0
8.993993376412169,83.0,83.0,11.19,83.0,10.771746763808034,0.87,15.3
6.185629833388309,96.0,94.0,6.33,96.0,8.10187511888464,0.616,10.6
8.259376077571604,99.0,99.0,3.64,99.0,10.70213696746133,0.832,13.3
3.829704409117005,76.0,75.0,9.25,76.0,6.120566006174876,0.419,9.8
2.416922004691393,82.0,84.0,4.48,81.0,5.009653065200687,0.61,10.6
5.098699926994869,97.0,98.0,6.83,97.0,7.424157948079581,0.773,13.7
5.224482062601576,97.0,97.0,6.61,97.0,9.561960652601256,0.785,14.0
6.912112648842395,95.0,95.0,2.37,96.0,9.979465809972597,0.82,12.7
2.118724087176266,98.0,95.0,7.72,99.0,6.103392325263338,0.721,12.4
5.222326369846636,83.0,8.0,4.41,83.0,7.289073567078059,0.533,11.8
4.060262386303808,83.0,84.0,3.82,83.0,6.65871095479262,0.465,10.3
8.983771756947123,96.0,96.0,4.92,96.0,10.939119632378215,0.922,15.4
6.475637900737152,9.0,94.0,7.25,94.0,8.792962481100112,0.797,15.1
6.948541556384543,98.0,96.0,2.83,98.0,9.728261532376935,0.782,12.4
6.131468429995783,68.0,69.0,5.34,68.0,8.459460876220522,0.668,11.9
2.943457541924955,83.0,83.0,3.72,8.0,5.558189682535549,0.644,11.5
4.86043678458956,97.0,95.0,5.33,96.0,7.036564906598916,0.78,14.7
4.378410582756509,84.0,85.0,4.51,84.0,6.2129515150453205,0.499,8.1
6.40666565881244,98.0,98.0,7.0,98.0,8.359996946560397,0.722,14.7
4.821060534710455,99.0,97.0,2.1,99.0,7.730330143460258,0.765,11.9
6.671637095350597,99.0,99.0,4.0,99.0,8.727820734289981,0.733,13.6
3.5342055932013183,88.0,94.0,7.41,93.0,5.664815851619292,0.723,12.9
8.701833032245307,9.0,95.0,1.52,96.0,10.454426640834274,0.884,16.4
6.5501545903883045,6.0,62.0,6.91,67.0,8.34774471502918,0.7,12.9
0.7031330370196953,89.0,76.0,4.62,89.0,2.5361839565477493,0.449,7.7
3.767107987938018,63.0,63.0,4.73,63.0,6.131859332673901,0.385,8.4
8.609798499624173,97.0,98.0,1.87,97.0,11.326214757290648,0.825,11.7
7.090343446898855,94.0,95.0,8.5,94.0,8.979449377956811,0.756,12.8
7.472968376710982,95.0,92.0,6.86,92.0,9.572113871462673,0.826,16.7
5.29806113372321,89.0,88.0,9.38,94.0,8.22326021202328,0.742,13.3
4.71055515874684,84.0,89.0,8.39,88.0,7.535661910707389,0.714,12.6
4.152027424598205,57.0,51.0,3.98,59.0,6.450386457481802,0.418,6.2
6.423901097106432,98.0,97.0,5.47,97.0,8.450479545448868,0.745,13.4
5.191970759862222,97.0,98.0,6.88,97.0,9.626115935523815,0.792,14.3
4.658470586589692,42.0,54.0,4.47,42.0,7.036877906644032,0.477,9.1
4.541322600392908,98.0,99.0,6.31,98.0,7.10189450457628,0.651,11.8
5.070645327091666,99.0,99.0,2.49,99.0,8.002145333217026,0.797,13.6
6.13925434420413,89.0,96.0,8.24,88.0,8.111396658192836,0.72,13.1
5.624378378971059,94.0,95.0,9.84,95.0,7.521094945041795,0.792,15.9
7.765455198022554,96.0,96.0,3.74,96.0,10.304638500690992,0.821,12.6
2.317035767242308,98.0,99.0,6.17,99.0,4.561976631541335,0.803,15.0
7.997477728193912,92.0,94.0,2.46,94.0,10.49576899245202,0.813,12.4
6.031076458973453,21.0,54.0,6.98,5.0,8.180532972727503,0.734,14.9
3.791909747461353,93.0,95.0,6.4,93.0,6.605768071168045,0.603,11.1
5.575261345483104,93.0,96.0,5.32,96.0,7.761146125088826,0.662,13.3
8.250929325998799,97.0,94.0,7.73,94.0,10.391165222634164,0.889,15.9
9.022354562146583,87.0,95.0,1.39,96.0,10.729857916479007,0.903,16.6
4.102435887812406,91.0,87.0,11.38,91.0,5.874159073931732,0.466,10.7
6.436490106325029,98.0,98.0,7.15,98.0,8.356534363796989,0.714,14.5
2.910032645300226,9.0,9.0,3.24,9.0,6.180327040260274,0.404,5.1
4.813665791649963,89.0,89.0,7.6,89.0,7.126050078073629,0.794,13.9
2.2314415575220603,72.0,7.0,5.19,72.0,3.9731856227343454,0.427,8.4
6.783026665333264,95.0,95.0,6.6,95.0,8.955334994658374,0.738,12.5
4.147784390722686,72.0,72.0,2.61,72.0,7.183862869811648,0.542,7.8
1.573647503231061,8.0,86.0,1.97,78.0,5.39717726590929,0.445,7.7
4.383478872291188,83.0,84.0,9.16,83.0,8.7692299311896,0.737,14.0
2.35949311269911,72.0,77.0,6.35,73.0,4.3742166157182245,0.396,7.3
6.4841656621967925,92.0,92.0,6.95,92.0,8.267876207457386,0.675,13.2
1.9731876117685436,89.0,93.0,6.41,89.0,3.9066063618659888,0.502,10.5
3.760303310195323,83.0,83.0,5.37,83.0,6.192206835848182,0.449,11.0
5.048981369095847,94.0,95.0,7.28,95.0,7.033393691330691,0.561,10.1
3.562810682735608,68.0,71.0,5.12,7.0,6.03019531333379,0.408,9.5
3.4945560178372967,89.0,89.0,6.24,89.0,5.4718984955982775,0.371,8.2
5.7794658941170285,98.0,99.0,6.27,98.0,7.949158173569652,0.686,12.3
9.36871058674584,91.0,92.0,9.36,92.0,11.12252582223859,0.93,20.1
2.060135598603125,99.0,99.0,8.99,99.0,5.699430087077191,0.377,9.6
2.068633091889155,91.0,95.0,3.5,93.0,5.454442720707696,0.0,4.7
6.337785564695089,99.0,99.0,3.8,99.0,9.045184452203095,0.705,10.7
5.450657657896266,92.0,93.0,8.4,93.0,7.468853314702489,0.597,11.1
2.6107195639479075,95.0,95.0,3.47,95.0,5.016794626404158,0.685,12.3
4.864732614360749,78.0,85.0,8.17,86.0,7.1643559086483934,0.444,6.3
4.575094936019374,84.0,84.0,5.35,84.0,6.65269510725522,0.415,6.4
4.110412421331494,85.0,88.0,9.0,85.0,6.601161157247828,0.0,10.4
5.435267979969041,82.0,98.0,7.25,98.0,7.450390806252132,0.828,15.7
5.353002976471368,95.0,95.0,3.4,96.0,8.27285548738327,0.725,11.9
6.508906367942563,95.0,95.0,5.79,95.0,8.487398436536058,0.705,12.8
4.074554540146475,4.0,51.0,3.0,4.0,6.881896374888158,0.381,7.3
8.361917498465628,97.0,96.0,7.89,96.0,10.50217759564764,0.891,15.9
2.097631521810257,88.0,89.0,4.17,88.0,4.541338103264136,0.514,10.7
7.763871114073392,95.0,95.0,7.79,95.0,9.603623431320266,0.841,16.2
5.25512467142811,83.0,82.0,2.74,81.0,8.043819521958637,0.656,12.1
6.374395637436917,99.0,99.0,6.18,99.0,8.326269300816717,0.706,14.4
5.576748416564761,49.0,49.0,3.67,49.0,8.077968009623909,0.521,10.0
2.32532715278525,96.0,96.0,3.89,96.0,4.984470631905648,0.774,13.0
6.769401689662082,88.0,94.0,1.93,95.0,8.451550692586146,0.912,16.8
3.948143035273696,64.0,62.0,9.86,64.0,5.821445183962548,0.434,10.6
8.14676266577188,28.0,98.0,9.89,97.0,10.022528363528044,0.849,15.6
6.279777671342197,98.0,98.0,2.4,98.0,9.5748089217176,0.757,14.8
8.526797731401524,96.0,96.0,9.52,96.0,10.383889002224352,0.858,16.3
6.147761571460412,98.0,97.0,7.32,98.0,7.907413361773698,0.618,10.5
6.661145957576566,97.0,98.0,6.15,97.0,8.981759060933545,0.746,15.8
8.878117625528336,94.0,92.0,9.5,92.0,10.662984089774609,0.925,19.1
7.457468337485712,98.0,93.0,7.44,93.0,9.849453633433551,0.863,16.0
2.8933502566504217,72.0,81.0,8.4,81.0,7.1130479519943535,0.456,6.8
4.70839794162928,99.0,99.0,5.55,99.0,8.946963689186171,0.723,13.1
5.439994905604457,82.0,82.0,9.14,82.0,7.392424573456935,0.464,6.3
5.631458006344329,75.0,76.0,8.3,76.0,7.691106301438446,0.819,14.6
3.633922699284301,69.0,7.0,6.58,69.0,6.657573387853142,0.421,8.0
4.250482532079801,81.0,75.0,8.7,81.0,6.570568849986255,0.74,13.1
6.065324739977666,61.0,7.0,5.26,69.0,8.802691243631148,0.656,10.5
8.530941151248486,77.0,97.0,9.24,97.0,10.517815605626206,0.861,15.7
3.697158509708863,5.0,8.0,4.47,76.0,6.639534049934879,0.651,10.6
6.199490177963379,98.0,98.0,5.9,98.0,8.141261984559979,0.601,11.8
5.603004761160019,8.0,95.0,3.36,95.0,8.150646221844118,0.686,12.3
2.1877432432068926,93.0,93.0,1.18,93.0,3.778216505250725,0.415,9.9
2.092727559744261,7.0,73.0,4.73,7.0,4.139954707232048,0.43,8.5
0.8421980538804,92.0,92.0,11.59,92.0,4.287972787602991,0.413,9.3
9.040137504021365,28.0,89.0,1.3,92.0,10.74929865088304,0.897,15.8
5.013831574545239,91.0,99.0,7.19,98.0,8.0545072885813,0.685,14.3
4.676178692184533,7.0,86.0,4.79,86.0,7.047156895578193,0.6,9.7
7.304674915666517,92.0,91.0,5.78,92.0,9.86024236403468,0.772,12.6
4.350585312985233,39.0,46.0,3.42,39.0,6.894803536094847,0.387,7.3
3.9726318793558777,99.0,98.0,3.84,98.0,8.229761704365313,0.695,14.0
8.706632520163406,97.0,97.0,4.22,97.0,10.90471047119792,0.917,15.4
1.9085633091843253,74.0,73.0,5.38,74.0,6.040792221316816,0.39,9.3
2.122740552261238,74.0,75.0,3.54,75.0,4.73893855053255,0.475,7.4
6.222797661617564,65.0,98.0,8.7,98.0,8.168807170668426,0.73,13.2
8.76538612351538,87.0,94.0,1.34,96.0,10.503665799235314,0.892,16.5
2.348453971885413,96.0,98.0,5.6,98.0,5.369500446443183,0.569,9.8
8.203541976035813,97.0,97.0,9.9,97.0,10.119271625199202,0.804,15.8
5.683646636191345,79.0,65.0,5.53,79.0,7.77217521374614,0.665,12.4
5.10453658976805,96.0,99.0,4.48,97.0,9.144110198080574,0.0,0.0
2.448824118055131,63.0,35.0,7.8,33.0,4.774887475018364,0.34,5.9
1.7286024474251294,75.0,82.0,1.78,82.0,5.69700234141222,0.474,8.0
4.114345068795094,83.0,78.0,6.34,77.0,6.1922450101818125,0.338,5.8
5.483306170573426,93.0,97.0,6.89,97.0,8.1720935091832,0.844,13.7
8.980643341072765,14.0,9.0,9.83,94.0,10.70426701932794,0.894,15.8
3.2122855945252557,56.0,53.0,6.59,5.0,7.506880553756322,0.695,13.9
3.171693261416016,85.0,86.0,2.93,85.0,5.896230312169773,0.677,12.9
5.788983382679948,97.0,97.0,4.39,97.0,8.251282575471272,0.691,12.5
8.762169366228616,95.0,95.0,8.15,95.0,10.869872848527704,0.909,18.5
7.71781208811174,85.0,94.0,8.83,92.0,9.67006299924683,0.805,14.8
4.59382540856506,75.0,79.0,1.21,75.0,7.429842891813315,0.597,11.9
3.102303958000693,92.0,88.0,11.49,92.0,5.117271501313486,0.29,5.9
3.8738992976723567,8.0,78.0,6.81,8.0,6.301194479947375,0.401,8.9
1.162802577304781,99.0,99.0,3.51,99.0,5.167723084958334,0.0,10.3
7.536196912189743,96.0,99.0,2.85,99.0,10.238761764669642,0.841,14.1
5.2425088137062446,97.0,98.0,5.38,98.0,9.436992612634429,0.754,14.4
2.3728576397339163,93.0,86.0,1.5,93.0,6.130939871020689,0.43,10.2
