Life expectancy,percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
73.0,6.2375499434105395,8.0,8.0,1.9,8.0,8.56676830438512,0.6651734296831573,15.0
72.7,6.00484449356579,83.0,83.0,1.86,83.0,8.582219085643247,0.6651734296831573,14.9
52.1,5.094534013177475,93.0,9.0,1.62,93.0,7.0697373963220445,0.491,10.8
52.1,5.039185916450545,93.0,9.0,11.7,93.0,7.087685228161152,0.484,11.1
52.2,5.130696616633167,95.0,93.0,11.14,95.0,7.156579052600633,0.479,11.0
52.3,5.282316284314224,96.0,95.0,11.79,96.0,7.21036364548372,0.469,11.0
51.1,5.049026174572083,93.0,92.0,1.87,93.0,7.068395246335635,0.464,10.9
49.4,4.656950856988363,91.0,89.0,9.8,91.0,6.828860254385023,0.453,10.8
47.8,4.531031896728657,88.0,86.0,8.85,88.0,6.841004780425328,0.447,10.7
46.2,2.3208499866228194,9.0,87.0,8.47,88.0,6.823756867903228,0.44,10.6
45.3,4.278827338702971,91.0,88.0,7.12,89.0,6.820862899275686,0.437,10.7
44.5,4.075903864918096,87.0,88.0,6.3,89.0,6.76151062775297,0.437,10.7
44.8,4.2328538098679624,6.0,89.0,6.96,9.0,6.662512572208451,0.439,10.7
45.5,1.840692804259161,17.0,9.0,7.13,9.0,4.168775847580665,0.44,10.5
58.1,4.014109619975461,5.0,49.0,1.4,5.0,6.130063146540329,0.426,9.9
61.1,3.829704409117005,76.0,75.0,9.25,76.0,6.120566006174876,0.419,9.8
67.0,3.893836931501209,8.0,8.0,1.19,8.0,6.031554973297369,0.416,9.6
62.0,4.118168205660799,77.0,77.0,11.23,77.0,5.941984300261261,0.406,9.5
59.7,3.7591171142632476,47.0,71.0,11.87,7.0,5.794311454841353,0.403,9.6
59.2,1.88588261979185,64.0,84.0,14.39,81.0,3.5458023890367043,0.4,9.7
58.6,3.7143873627966935,64.0,79.0,11.83,75.0,5.45368439204117,0.394,9.8
71.3,3.6140393510177495,98.0,98.0,4.77,98.0,6.334255056340143,0.756,14.0
72.8,3.97975533268294,98.0,98.0,3.5,98.0,7.1013152558279735,0.755,14.3
72.7,4.167466499129001,98.0,98.0,3.16,98.0,7.168559504143924,0.757,14.6
72.6,6.279777671342197,98.0,98.0,2.4,98.0,9.5748089217176,0.757,14.8
72.5,4.023187038851551,98.0,98.0,2.63,98.0,7.038403302440208,0.756,15.1
72.2,6.2033759351928195,98.0,98.0,2.51,98.0,9.142702387714861,0.752,15.4
71.9,6.159739374323211,97.0,98.0,2.71,98.0,9.008513209853056,0.748,15.7
71.5,3.490627668728487,99.0,97.0,3.46,97.0,6.376448677892603,0.747,15.9
71.3,5.690753468244433,96.0,95.0,4.6,95.0,8.450619006119608,0.74,16.0
71.1,3.405665674290638,91.0,93.0,4.57,93.0,5.930765679722913,0.736,15.8
71.0,5.895454058669798,93.0,94.0,4.6,94.0,8.743624329490062,0.732,15.7
78.0,6.127568117968941,92.0,94.0,3.41,94.0,8.874395985177737,0.727,15.5
73.4,7.7019887337303965,94.0,93.0,6.55,93.0,9.714502124792716,0.841,16.5
73.0,7.5856958311141245,93.0,93.0,6.59,93.0,9.662296098196228,0.834,16.4
73.0,7.500015995925977,93.0,93.0,6.67,93.0,9.57100586307978,0.83,16.5
72.8,7.472968376710982,95.0,92.0,6.86,92.0,9.572113871462673,0.826,16.7
72.4,7.261788406595049,94.0,95.0,7.9,95.0,9.39148361566517,0.824,16.8
72.2,7.277613393699405,95.0,98.0,7.53,98.0,9.37910302927441,0.825,16.6
71.1,7.543882220626127,96.0,96.0,6.61,96.0,9.613306906580993,0.82,16.5
72.0,7.366768682583988,96.0,95.0,6.22,95.0,9.417266354545337,0.812,16.4
76.0,4.766480553969516,95.0,94.0,6.2,94.0,6.830488142843713,0.807,16.4
78.0,6.818595627739261,95.0,93.0,5.83,94.0,8.97007137626149,0.798,16.2
71.6,4.348494118818518,94.0,9.0,5.67,94.0,6.51909861123948,0.792,16.3
71.6,4.406683887370807,95.0,91.0,6.46,94.0,6.321731263899682,0.78,15.8
71.4,6.333131951516674,94.0,97.0,6.4,95.0,8.330378659026957,0.77,15.3
71.2,3.7812782798093876,95.0,97.0,6.26,95.0,5.869713032758683,0.757,14.7
71.6,5.924952221165367,98.0,92.0,6.46,94.0,8.10117905039859,0.745,14.0
81.7,9.69622731464943,94.0,99.0,6.94,99.0,11.688337722433909,0.892,13.9
81.4,9.649675515396726,94.0,99.0,7.1,99.0,11.641783391444381,0.892,13.9
81.1,7.734376041120579,94.0,99.0,7.18,99.0,9.726161656623235,0.892,13.9
88.0,9.742704056302559,95.0,96.0,7.34,99.0,11.659296622633255,0.894,13.9
86.0,7.726764854433047,94.0,96.0,7.68,99.0,9.613560361691096,0.884,13.7
83.0,7.6272488628907364,95.0,96.0,8.11,99.0,9.487947055230327,0.888,13.5
80.0,9.850210639445613,94.0,96.0,7.34,99.0,11.646536733279603,0.887,13.5
79.7,5.591178424870783,87.0,96.0,6.8,99.0,7.389868292784891,0.877,13.5
79.4,9.638642107985552,95.0,99.0,7.75,99.0,11.404679810187183,0.88,13.5
78.8,7.20581830514981,95.0,99.0,7.95,99.0,9.022889250632394,0.874,13.5
78.7,9.423276151206075,94.0,99.0,8.2,99.0,11.23476263112477,0.867,13.5
78.6,9.221516612481098,95.0,99.0,7.67,98.0,11.088994181206418,0.865,13.6
78.3,6.815098481423579,95.0,99.0,8.27,99.0,8.574450484256385,0.86,13.5
78.0,8.971872064121234,86.0,99.0,7.4,99.0,10.782708169861152,0.854,13.4
77.8,9.017620593005114,77.0,99.0,7.48,99.0,10.794193681659948,0.848,13.5
65.1,1.8467313873998068,73.0,73.0,3.4,73.0,6.116914103306504,0.509,10.3
64.7,4.388366804875604,74.0,73.0,4.15,74.0,6.13713016323935,0.508,10.3
64.3,4.110531914075696,7.0,71.0,3.46,7.0,6.097986862614926,0.506,10.2
63.8,4.379519393670371,73.0,73.0,4.24,73.0,6.122412683497365,0.504,10.2
63.3,4.351624406107081,7.0,7.0,4.86,7.0,6.025236164425894,0.503,10.2
62.8,4.278969187555463,77.0,76.0,4.7,77.0,6.032340914390012,0.5,9.7
62.3,2.0080479266503644,77.0,77.0,4.5,77.0,3.8863616307392665,0.491,9.4
61.9,4.033007037757199,84.0,83.0,4.98,84.0,5.937135842098257,0.483,9.1
61.4,3.6742404181296275,82.0,83.0,5.11,85.0,5.68070981282013,0.478,9.0
69.0,3.5481180443626186,81.0,8.0,5.3,85.0,5.619747474767535,0.473,8.9
64.0,3.2079347198723878,71.0,74.0,4.89,78.0,5.505833798395338,0.466,8.7
59.9,3.6409737802550977,61.0,65.0,4.81,66.0,5.761421928426037,0.457,8.5
59.3,3.8821041426525866,51.0,61.0,5.29,62.0,5.573240696677057,0.462,8.3
57.6,4.102435887812406,91.0,87.0,11.38,91.0,5.874159073931732,0.466,10.7
56.7,4.040083293190591,89.0,89.0,1.96,89.0,5.810908447976136,0.459,10.7
55.3,4.428058942546403,96.0,95.0,12.6,96.0,5.928308589788445,0.454,10.7
54.1,2.6930160613165435,97.0,97.0,11.67,97.0,6.240520359134443,0.444,10.6
52.9,2.3728576397339163,93.0,86.0,1.5,93.0,6.130939871020689,0.43,10.2
51.5,2.1877432432068926,93.0,93.0,1.18,93.0,3.778216505250725,0.415,9.9
50.0,4.322075309447106,91.0,92.0,1.7,91.0,5.923835061858916,0.4,9.6
48.5,1.6619376411769782,87.0,88.0,9.31,87.0,3.5032342019589233,0.387,9.7
47.1,2.060135598603125,99.0,99.0,8.99,99.0,5.699430087077191,0.377,9.6
46.0,1.8977158226393058,93.0,94.0,8.2,93.0,3.3798846775737124,0.371,9.7
45.1,4.0798370592877085,89.0,94.0,7.82,89.0,5.617591231810061,0.366,10.0
44.6,1.6818173804706396,84.0,85.0,6.35,84.0,3.3014697492652196,0.362,10.3
44.0,1.5862500891901214,64.0,79.0,4.82,64.0,3.4333385328528636,0.388,10.4
74.8,6.582531303290787,96.0,97.0,4.17,97.0,9.3223254684647,0.783,13.0
74.6,4.715619471764511,96.0,97.0,4.2,97.0,7.540769377525164,0.779,12.9
74.5,4.630928035889734,97.0,97.0,4.1,97.0,7.48464748642824,0.776,12.9
74.3,2.32532715278525,96.0,96.0,3.89,96.0,4.984470631905648,0.774,13.0
74.1,4.198202899474689,96.0,96.0,3.99,96.0,6.8797230076092415,0.764,12.8
74.0,6.069686938703342,96.0,97.0,3.97,97.0,8.899423030609352,0.756,12.6
73.8,6.085528317284632,97.0,97.0,3.47,97.0,9.049541085514997,0.747,12.5
73.7,6.018547598613997,96.0,97.0,3.61,97.0,8.891535110828206,0.736,12.3
73.6,5.90512039601909,95.0,95.0,3.65,95.0,8.736165327261933,0.732,12.7
73.4,5.699076027689388,96.0,96.0,3.29,96.0,8.629596983963193,0.734,12.9
73.2,5.757841060731299,94.0,95.0,3.74,95.0,8.508450634995807,0.731,12.7
73.1,5.580671318115082,95.0,96.0,3.95,96.0,8.403951902322074,0.724,12.1
72.9,5.383131510179126,95.0,94.0,3.4,94.0,8.335279004515899,0.723,12.0
72.7,5.353002976471368,95.0,95.0,3.4,96.0,8.27285548738327,0.725,11.9
72.4,3.1934214857178014,97.0,98.0,3.4,98.0,6.100710601772685,0.715,11.6
78.2,7.626934961884006,99.0,99.0,13.73,99.0,8.95121226051245,0.693,12.7
77.9,7.3948564007774085,99.0,99.0,11.16,99.0,8.869726575925158,0.683,12.4
77.6,7.139613051738394,99.0,99.0,9.16,99.0,8.78611231042363,0.675,12.1
77.3,6.985543335454197,96.0,96.0,8.11,96.0,8.779335035765593,0.663,11.8
76.7,4.52330610024544,97.0,97.0,7.93,96.0,6.4533020806184656,0.653,11.6
76.3,4.620088561585715,98.0,98.0,9.22,98.0,6.393868140224666,0.651,11.8
75.9,6.983523101108116,98.0,98.0,9.3,98.0,8.670707332810172,0.641,11.8
75.4,2.013767522508313,98.0,98.0,6.64,98.0,3.9864305112885963,0.632,11.9
75.0,6.49352675173933,98.0,98.0,7.37,98.0,8.39604715927094,0.622,12.0
74.3,6.432862743927902,98.0,98.0,9.52,98.0,8.15751195281297,0.625,12.1
73.4,6.418217056487087,97.0,96.0,5.89,96.0,8.25695337351326,0.617,12.2
72.7,6.199490177963379,98.0,98.0,5.9,98.0,8.141261984559979,0.601,11.8
71.8,1.6675281993232343,98.0,98.0,5.78,98.0,3.5077289114152674,0.597,12.0
78.0,3.7449499103842836,98.0,97.0,5.84,98.0,5.70270182429721,0.587,11.8
69.6,5.7076486666284225,96.0,98.0,8.0,98.0,7.688912013603847,0.577,11.3
57.8,3.862040782158501,73.0,74.0,6.86,73.0,6.717288227336221,0.43,8.2
57.3,3.6339226992843012,69.0,7.0,6.58,69.0,6.657573387853142,0.421,8.0
57.2,4.580330035189494,66.0,72.0,6.47,66.0,6.657173322549646,0.411,7.7
56.8,4.63289623792369,66.0,72.0,6.59,66.0,6.729692616210553,0.404,7.5
56.5,2.35949311269911,72.0,77.0,6.35,73.0,4.3742166157182245,0.396,7.3
56.0,4.45008694604512,71.0,77.0,6.85,73.0,6.548438454061284,0.385,7.1
55.5,4.636100614110914,74.0,74.0,6.74,74.0,6.537674335994972,0.36,5.8
55.0,4.416917080690673,74.0,76.0,6.97,74.0,6.391308606514294,0.363,6.4
54.3,4.229883205241819,9.0,79.0,6.56,78.0,6.25889782623132,0.35,6.1
53.6,4.114345068795094,83.0,78.0,6.34,77.0,6.1922450101818125,0.338,5.8
52.8,4.062448722071939,73.0,7.0,6.28,69.0,6.087586425577613,0.333,5.5
52.0,2.03607096073395,79.0,67.0,6.25,63.0,5.97327837918711,0.318,5.2
81.4,6.017619564984247,9.0,99.0,9.75,99.0,7.870901348264555,0.847,14.3
81.1,5.9277116594129575,94.0,99.0,9.89,99.0,7.780799746834562,0.828,14.2
81.0,5.841000299448989,93.0,99.0,9.95,99.0,7.693884294490396,0.821,14.1
87.0,8.189324327382314,82.0,96.0,9.6,96.0,10.03551737461766,0.826,14.8
83.0,5.631458006344329,75.0,76.0,8.3,76.0,7.691106301438446,0.819,14.6
82.0,5.818651808269174,86.0,73.0,8.33,73.0,7.892296106820459,0.815,14.4
80.0,7.8847924827545866,86.0,72.0,8.15,72.0,9.995600216640488,0.813,14.6
79.6,7.855501387831374,82.0,76.0,8.36,74.0,9.871819862553187,0.808,14.4
79.3,7.775569711746069,86.0,83.0,8.93,85.0,9.721519965087632,0.809,14.8
79.0,7.71781208811174,85.0,94.0,8.83,92.0,9.67006299924683,0.805,14.8
78.7,5.319666590873676,85.0,89.0,8.46,89.0,7.326827193199469,0.797,14.2
78.5,7.426187562417589,89.0,94.0,8.6,94.0,9.524493230496246,0.79,13.8
63.0,4.405826141490824,84.0,84.0,3.77,84.0,7.1911799164052645,0.509,8.5
62.7,2.290540970868982,8.0,8.0,3.63,8.0,4.987560302451366,0.501,8.2
62.5,4.150790985471708,8.0,8.0,3.36,8.0,7.219117557811584,0.491,7.8
62.2,4.385477979924001,75.0,73.0,2.87,75.0,7.240120230099717,0.487,7.7
62.0,2.23570514464058,64.0,52.0,3.28,64.0,4.823370941790145,0.484,7.6
61.7,2.4969210955891046,64.0,63.0,3.79,64.0,4.9961205293793824,0.476,7.1
61.4,4.13935995932694,74.0,73.0,3.23,74.0,7.063506696088449,0.475,7.2
61.2,2.122740552261238,74.0,75.0,3.54,75.0,4.73893855053255,0.475,7.4
69.0,4.039507622674332,68.0,68.0,3.21,68.0,6.851327616784041,0.466,7.2
66.0,4.027525588784179,42.0,71.0,4.21,71.0,6.549286153461804,0.461,7.2
74.2,4.755987558227454,97.0,98.0,4.81,97.0,7.051802132347808,0.769,14.7
74.1,6.82270665961383,98.0,98.0,4.82,98.0,9.17349639215327,0.765,14.7
73.9,6.820219314056677,98.0,98.0,4.76,98.0,9.136933589823592,0.756,14.3
73.6,6.824164131787131,98.0,98.0,5.2,98.0,9.126770671435972,0.748,14.1
73.3,0.10260710419715835,99.0,99.0,5.29,99.0,2.2381993068585566,0.74,14.0
72.8,6.4381294708330215,99.0,99.0,4.97,99.0,8.898246256937252,0.734,13.8
72.7,2.034572632456343,99.0,99.0,4.6,99.0,4.438347892641061,0.728,13.6
72.9,6.369069086041864,97.0,96.0,4.24,97.0,8.791129371181722,0.72,13.5
71.8,6.22135428087603,97.0,98.0,4.38,97.0,8.647689615404115,0.713,13.4
72.1,6.175708021875499,97.0,97.0,4.47,97.0,8.54041237562932,0.704,13.0
71.9,6.235175128194226,98.0,98.0,4.29,98.0,8.56233417933844,0.696,12.8
71.5,6.013175308639919,97.0,99.0,4.15,99.0,8.439090589619607,0.687,12.6
71.5,5.915208875490272,88.0,88.0,4.24,88.0,8.28362371857354,0.683,12.5
71.5,4.2648657933675675,92.0,93.0,3.87,92.0,8.240960563736454,0.673,12.2
71.0,5.821035985250043,88.0,88.0,3.78,88.0,8.259024390072387,0.667,12.1
76.6,5.130926311025658,84.0,87.0,6.3,87.0,7.281576739601776,0.754,13.1
76.6,5.019983958836148,82.0,83.0,6.3,83.0,7.170017738267656,0.753,12.9
76.3,4.733532494386194,99.0,99.0,6.21,99.0,6.891150755735209,0.748,12.7
76.1,7.019472038155404,98.0,97.0,6.4,97.0,9.193750791589931,0.745,12.6
75.6,6.941228484697452,93.0,95.0,6.39,95.0,9.100590394042271,0.739,12.5
75.7,6.783026665333264,95.0,95.0,6.6,95.0,8.955334994658374,0.738,12.5
75.6,5.080641505136768,97.0,96.0,6.6,96.0,9.178904282342804,0.735,12.3
76.0,4.670467292139782,98.0,98.0,5.92,98.0,6.839842203234448,0.731,12.3
75.8,6.888831085038382,98.0,98.0,5.83,98.0,9.078969224911553,0.723,12.2
75.3,6.907104872413634,98.0,98.0,6.4,98.0,8.985670461242888,0.719,12.2
75.4,6.826359101573198,98.0,98.0,6.11,98.0,8.881919169626334,0.714,12.1
75.0,6.66211849450598,98.0,98.0,6.2,98.0,8.817741979567426,0.708,11.9
75.0,2.579153559976024,97.0,98.0,5.52,97.0,6.576221488139424,0.703,11.6
75.0,2.661035132917276,97.0,97.0,5.35,97.0,6.5962979538366975,0.7,11.6
74.8,2.418446388178388,97.0,97.0,4.98,97.0,6.513113086261035,0.694,11.4
68.4,5.641915578703341,99.0,99.0,4.73,99.0,8.338684354001463,0.729,14.8
68.1,5.4897467562415905,98.0,98.0,4.21,98.0,8.386259417485658,0.72,14.7
67.8,5.540591107750511,99.0,99.0,4.22,99.0,8.382477664838893,0.712,14.7
67.3,5.55621132870169,99.0,99.0,4.45,99.0,8.23498816055128,0.701,14.6
66.3,3.1491502301479906,96.0,96.0,4.7,96.0,5.584824970832005,0.693,14.3
66.9,4.906517659075534,97.0,96.0,5.29,95.0,7.4494391095240315,0.686,13.8
67.4,5.204074423244188,96.0,95.0,5.58,96.0,7.66885341622427,0.673,13.4
65.9,4.8496689547847645,98.0,99.0,5.6,95.0,7.399896008275815,0.661,13.0
65.0,4.813164756735725,98.0,98.0,4.68,99.0,7.197174763259521,0.649,12.7
64.5,4.602001967580178,98.0,99.0,5.9,99.0,6.9075779303567995,0.637,11.8
64.0,4.307323358073162,98.0,99.0,5.99,99.0,6.6831578503002325,0.621,11.2
64.0,4.044048389490847,98.0,98.0,6.18,98.0,6.473213453185995,0.609,10.5
63.8,4.03616413501024,98.0,98.0,5.81,98.0,6.350045625717198,0.599,10.1
63.2,4.140738509024288,95.0,95.0,5.45,95.0,6.263676174446737,0.588,9.4
62.8,4.05059096572509,93.0,94.0,4.92,94.0,6.163763831838145,0.582,8.9
75.9,6.588966609327953,87.0,91.0,6.42,91.0,8.906440199431536,0.803,15.1
75.8,6.5626484386330795,9.0,94.0,6.43,94.0,8.880088916292674,0.799,15.1
75.6,6.475637900737152,9.0,94.0,7.25,94.0,8.792962481100112,0.797,15.1
75.4,6.503895038035478,91.0,95.0,6.92,95.0,8.898330421773524,0.792,15.1
75.3,6.455960754088251,9.0,93.0,6.9,94.0,8.80736433725309,0.787,15.0
75.0,6.195795994991235,87.0,91.0,6.7,92.0,8.809832116848467,0.785,14.6
74.6,6.565449632984109,93.0,95.0,6.13,95.0,8.899285230420134,0.774,14.2
74.2,6.521385039532793,9.0,92.0,6.74,92.0,8.692514586314296,0.762,13.6
73.8,6.391465909940591,9.0,9.0,8.1,9.0,8.38585276145061,0.751,13.2
74.1,5.296988231138781,99.0,99.0,5.91,99.0,8.056906514188988,0.64,12.1
73.9,5.197722670199703,99.0,99.0,5.94,99.0,8.043265998893023,0.634,12.1
73.6,3.0036278869996016,99.0,99.0,6.15,99.0,5.689503439399156,0.623,11.6
73.3,3.139596676275886,98.0,98.0,5.99,99.0,5.8316365819510985,0.612,11.2
72.8,5.218512064774822,98.0,99.0,5.86,99.0,7.949884408127718,0.603,10.7
72.3,5.243281742054463,98.0,99.0,5.67,99.0,7.95946968698256,0.596,10.5
71.8,5.149619524856757,97.0,99.0,5.41,99.0,7.967608637991887,0.589,10.3
71.4,5.066657305623769,95.0,95.0,5.48,95.0,7.822185702354943,0.581,10.0
71.0,4.857975062443533,95.0,97.0,5.23,97.0,7.692787948599925,0.575,10.0
77.0,2.348453971885413,96.0,98.0,5.6,98.0,5.369500446443183,0.569,9.8
72.0,4.618716343111919,95.0,97.0,5.22,97.0,7.575488377692843,0.561,9.6
69.9,4.490489278889152,9.0,91.0,5.25,91.0,7.45180706694102,0.551,9.3
69.5,4.215519449558891,92.0,94.0,5.31,94.0,7.254713188284023,0.54,8.8
69.0,4.278282173607238,84.0,93.0,4.44,96.0,7.198763346176144,0.53,8.5
68.6,4.1654458797736265,43.0,95.0,4.18,95.0,7.195474119257973,0.519,8.0
56.7,4.023771778151708,79.0,79.0,6.98,79.0,6.436610381297255,0.409,9.1
55.3,1.9188822343970482,78.0,78.0,5.9,78.0,4.204478880132448,0.405,9.1
54.8,3.9300568577952038,76.0,73.0,5.58,76.0,6.341265194871742,0.4,9.2
54.3,3.7330441697516106,76.0,73.0,6.23,76.0,6.2682082980864315,0.397,9.5
54.0,1.9085633091843255,74.0,73.0,5.38,74.0,6.040792221316816,0.39,9.3
53.8,3.707509074098116,74.0,74.0,5.43,74.0,6.141720404810284,0.382,9.2
53.2,0.586071742485119,75.0,74.0,4.91,75.0,3.99134642062671,0.372,8.8
52.1,4.006428756359953,75.0,75.0,5.25,75.0,6.047717644897993,0.36,8.2
51.2,4.087595922459967,75.0,73.0,6.51,78.0,5.957795849612765,0.353,7.9
58.0,4.224404334594568,75.0,71.0,6.87,8.0,5.913920583035287,0.341,7.3
54.0,3.8624536202548674,76.0,69.0,5.91,83.0,5.82106705869881,0.332,7.0
51.0,3.7733790364577695,76.0,67.0,6.39,85.0,5.652107208379308,0.318,6.7
49.8,3.733517456884466,76.0,76.0,6.45,76.0,5.575511700681622,0.311,6.2
49.5,3.6590674433378165,25.0,72.0,5.64,73.0,5.550792460107437,0.298,5.8
66.4,3.835959915245361,88.0,88.0,2.28,88.0,7.141952537947965,0.547,9.1
66.2,3.672189310820117,75.0,76.0,2.16,75.0,7.0646218132501115,0.54,9.1
65.9,3.6744738980421436,58.0,87.0,2.22,84.0,7.066963920015749,0.533,9.1
65.6,3.1017570496919666,4.0,9.0,1.87,84.0,7.07954148080468,0.526,9.1
65.4,2.9168480102912158,92.0,9.0,1.92,9.0,6.896427949533414,0.515,8.8
65.2,2.4892703674081367,91.0,9.0,2.5,9.0,6.61039602124954,0.504,8.5
59.2,2.3542739395405254,85.0,85.0,1.87,85.0,6.469174923256077,0.493,8.2
64.5,0.4256420444269478,85.0,84.0,1.68,86.0,3.7483504696059224,0.484,8.1
64.2,1.7286024474251294,75.0,82.0,1.78,82.0,5.69700234141222,0.474,8.0
63.9,1.3333795390824763,62.0,86.0,1.83,73.0,5.514407138350957,0.465,7.9
63.5,1.6398732507939437,39.0,92.0,1.97,82.0,5.397328275653247,0.455,7.8
63.2,1.573647503231061,8.0,86.0,1.97,78.0,5.39717726590929,0.445,7.7
65.9,6.623265800640612,88.0,88.0,8.93,88.0,8.598283464601375,0.632,11.7
66.1,6.635493769861281,89.0,89.0,8.53,89.0,8.610525363889618,0.625,11.6
65.8,6.681949971210184,84.0,84.0,8.24,84.0,8.65703296032805,0.619,11.5
64.3,2.1856281457701368,82.0,85.0,8.78,82.0,4.059949647483565,0.612,11.5
63.0,6.580019689017104,83.0,83.0,7.89,83.0,8.554986696207395,0.604,11.4
69.6,2.2537610005640567,92.0,92.0,5.8,92.0,4.3469005969831676,0.551,12.4
69.3,4.396361537864443,92.0,92.0,5.69,92.0,6.536136775300082,0.545,12.3
68.9,4.401680767611986,9.0,9.0,5.89,9.0,6.526191133802179,0.538,12.3
68.4,4.728474863063714,92.0,92.0,6.73,92.0,6.54119836048532,0.529,12.0
68.0,4.449954233425926,82.0,83.0,6.43,82.0,6.385503831051236,0.515,11.1
67.5,1.9731876117685434,89.0,93.0,6.41,89.0,3.9066063618659888,0.502,10.5
67.0,4.266491361701986,82.0,82.0,6.44,82.0,6.162987274613262,0.492,10.1
66.6,3.974604582686996,82.0,82.0,5.84,82.0,5.978592941779452,0.486,10.0
66.0,3.8475889965889745,69.0,91.0,5.7,89.0,5.856879609413985,0.476,9.6
65.4,1.6600839784945778,41.0,78.0,5.72,75.0,5.7648524247502575,0.469,9.4
64.7,3.494440977855824,27.0,8.0,5.82,8.0,5.664402495487428,0.463,9.3
64.3,1.332620688510292,2.0,76.0,5.48,78.0,5.5401810771483255,0.457,9.2
81.7,7.308344254723033,92.0,96.0,1.9,96.0,10.862041838424188,0.923,18.1
81.4,7.297111599121802,51.0,97.0,11.4,97.0,10.850801827375765,0.922,18.1
81.1,7.059322711955602,2.0,97.0,11.1,97.0,10.809238052819882,0.921,18.1
81.1,6.954992088749633,2.0,97.0,1.53,97.0,8.585908029588841,0.911,17.2
81.5,6.948204502591949,93.0,93.0,11.3,93.0,8.401613241433484,0.91,19.2
81.3,9.212345989380323,93.0,92.0,11.17,92.0,10.666414527777734,0.908,19.3
81.1,6.83040475977327,93.0,93.0,11.53,93.0,8.293613605052562,0.904,19.5
86.0,9.029226776982513,95.0,95.0,11.24,95.0,10.55653014003601,0.901,19.7
89.0,8.804647544141849,9.0,93.0,11.2,93.0,10.425026039225084,0.899,20.3
85.0,4.167859110370336,93.0,92.0,11.21,92.0,5.648769745423006,0.895,19.3
81.0,8.819116716161334,9.0,89.0,1.7,89.0,10.351014802663656,0.894,19.5
81.0,6.4090404494316235,88.0,88.0,8.35,88.0,8.089707820134132,0.891,19.2
79.9,6.209038216791054,87.0,89.0,8.65,89.0,7.889408387531674,0.888,19.1
79.9,6.198592230374567,87.0,89.0,8.25,89.0,7.929088730022162,0.886,18.9
79.2,6.094421522099764,88.0,87.0,7.89,89.0,7.841256792023195,0.884,18.4
79.1,8.205981228830268,89.0,86.0,7.71,9.0,9.994916651589516,0.881,18.2
78.7,7.970138181773105,89.0,84.0,7.89,9.0,9.733607023421314,0.873,17.5
78.5,7.699383040128634,9.0,82.0,7.58,9.0,9.538482065058732,0.868,17.4
78.6,7.67043835563115,9.0,82.0,7.47,9.0,9.520917872317215,0.864,17.2
74.5,6.161468495181249,98.0,99.0,9.4,98.0,7.589065058140747,0.636,11.6
73.9,5.906680271195751,98.0,99.0,8.43,98.0,7.52196665444246,0.63,11.5
73.9,5.816567633112577,98.0,99.0,8.4,98.0,7.491859895679215,0.625,11.5
74.5,5.776454266210389,98.0,99.0,6.39,98.0,7.4289022087419045,0.62,11.5
73.2,5.716055324524702,98.0,99.0,6.58,98.0,7.331386341126672,0.614,11.4
73.2,5.682739621998393,98.0,99.0,6.82,98.0,7.2899502275670365,0.613,11.3
72.5,5.620634294992156,97.0,97.0,6.98,97.0,7.326369464481278,0.607,11.1
72.5,5.537337342604358,93.0,93.0,6.91,93.0,7.204386223073371,0.601,11.0
73.0,3.1095624085605045,88.0,88.0,6.33,88.0,4.8362233099966145,0.597,11.0
71.2,5.391678456747062,86.0,87.0,6.11,86.0,7.069972954357445,0.592,11.0
71.0,3.632737892956959,79.0,8.0,6.13,79.0,5.260364013953981,0.587,11.0
76.0,1.2648148824029266,86.0,86.0,6.12,86.0,4.758451751101692,0.583,11.0
75.0,1.1289293447864581,85.0,85.0,5.71,85.0,2.49710502944265,0.577,10.7
73.0,3.1508519614555284,87.0,89.0,5.26,87.0,4.974495377080004,0.57,10.4
73.0,2.788412129204099,83.0,85.0,5.39,83.0,4.7645156353201354,0.562,10.1
61.4,1.4595540930302697,68.0,67.0,5.82,68.0,3.7987758719956983,0.345,5.3
69.0,3.4813149286890037,67.0,56.0,5.9,67.0,6.033441985845397,0.341,5.3
63.0,3.426058429497409,71.0,71.0,6.11,71.0,5.972576088032676,0.331,5.1
59.4,3.503300631685399,75.0,4.0,6.66,75.0,5.931135783427463,0.323,4.8
58.2,1.929165092154487,7.0,75.0,6.36,7.0,5.855505956935551,0.312,4.5
57.1,1.8969307268777142,71.0,71.0,6.98,71.0,5.8356567586175885,0.307,4.2
53.6,5.576748416564761,49.0,49.0,3.67,49.0,8.077968009623909,0.521,10.0
53.2,5.274041517587138,46.0,46.0,3.7,46.0,8.005688777324211,0.514,9.8
52.7,5.326509339958868,42.0,42.0,3.3,42.0,7.921643676731935,0.507,9.7
52.3,5.23948688988396,46.0,48.0,3.69,48.0,7.835556431067659,0.5,9.6
52.0,4.898757939525776,49.0,54.0,3.47,54.0,7.7529051340568325,0.492,9.5
51.6,2.7451948376220483,63.0,66.0,4.24,63.0,5.291601978719912,0.487,9.3
59.0,4.668999670506097,41.0,6.0,4.0,53.0,7.23337841493471,0.481,9.2
55.0,4.658470586589692,42.0,54.0,4.47,42.0,7.0368779066440315,0.477,9.1
49.8,2.4299042254256773,27.0,46.0,3.66,4.0,4.793666688502334,0.466,9.0
